sample_ID	provider_ID	genus	species	clade	location	sublocation	sex	gsdf_copies	chr19_ins_GT	chr19_ins_AC	chr7_ins_GT	chr7_ins_AC	avg_seq_depth	cram
CICHM16429725	D04C04	Maylandia	emmiltos	Mbuna	Chilumba	Mphanga rocks	M	3	0/0	32,0	0/0	50,0	31.36	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429725/fAstCal1.2/CICHM16429725.mem.crumble.cram
cichlid6994018	D04D03	Maylandia	emmiltos	Mbuna	Chilumba	Mphanga rocks	M	4	0/0	22,0	0/0	20,0	15.85	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994018/fAstCal1.2/cichlid6994018.mem.crumble.cram
cichlid7050737	D16A07	Maylandia	emmiltos	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	11,0	0/0	16,0	15.59	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050737/fAstCal1.2/cichlid7050737.mem.crumble.cram
cichlid7050739	D16A09	Maylandia	emmiltos	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	24,0	0/0	19,0	15.78	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050739/fAstCal1.2/cichlid7050739.mem.crumble.cram
cichlid7050741	D16B02	Maylandia	emmiltos	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	23,0	0/0	20,0	20.24	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050741/fAstCal1.2/cichlid7050741.mem.crumble.cram
cichlid6978880	D08E02	Maylandia	estherae	Mbuna	Chiofu	NA	F	2	0/0	23,0	0/0	15,0	15.69	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978880/fAstCal1.2/cichlid6978880.mem.crumble.cram
cichlid6994159	D06D06	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	F?	2	0/0	16,0	0/0	12,0	17.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994159/fAstCal1.2/cichlid6994159.mem.crumble.cram
cichlid6994160	D06D07	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	F?	2	0/0	14,0	0/0	16,0	15.48	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994160/fAstCal1.2/cichlid6994160.mem.crumble.cram
cichlid6994161	D06D08	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	F?	2	0/0	18,0	0/0	16,0	13.76	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994161/fAstCal1.2/cichlid6994161.mem.crumble.cram
cichlid6994162	D06D09	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	F?	2	0/0	25,0	0/0	18,0	16.65	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994162/fAstCal1.2/cichlid6994162.mem.crumble.cram
cichlid6994163	D06D10	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	F?	2	0/0	14,0	0/0	14,0	15.35	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994163/fAstCal1.2/cichlid6994163.mem.crumble.cram
cichlid6994140	D06B02	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	30,0	0/0	11,0	17.5	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994140/fAstCal1.2/cichlid6994140.mem.crumble.cram
cichlid6994149	D06C05	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	27,0	0/0	12,0	16.09	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994149/fAstCal1.2/cichlid6994149.mem.crumble.cram
cichlid6994150	D06C06	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	31,0	0/0	15,0	15.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994150/fAstCal1.2/cichlid6994150.mem.crumble.cram
cichlid6994151	D06C08	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	25,0	0/0	19,0	16.41	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994151/fAstCal1.2/cichlid6994151.mem.crumble.cram
cichlid6994152	D06C09	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	27,0	0/0	21,0	15.6	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994152/fAstCal1.2/cichlid6994152.mem.crumble.cram
cichlid6994153	D06C10	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	21,0	0/0	19,0	16.5	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994153/fAstCal1.2/cichlid6994153.mem.crumble.cram
cichlid6994154	D06D01	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	20,0	0/0	13,0	16.07	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994154/fAstCal1.2/cichlid6994154.mem.crumble.cram
cichlid6994155	D06D02	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	16,0	0/0	16,0	15.59	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994155/fAstCal1.2/cichlid6994155.mem.crumble.cram
cichlid6994156	D06D03	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	17,0	0/0	16,0	17.63	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994156/fAstCal1.2/cichlid6994156.mem.crumble.cram
cichlid6994157	D06D04	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	15,0	0/0	14,0	15.76	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994157/fAstCal1.2/cichlid6994157.mem.crumble.cram
cichlid6994158	D06D05	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	22,0	0/0	31,0	20.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994158/fAstCal1.2/cichlid6994158.mem.crumble.cram
cichlid6994201	D06I08	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	23,0	0/0	23,0	16.87	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994201/fAstCal1.2/cichlid6994201.mem.crumble.cram
cichlid6994202	D06I09	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	19,0	0/0	23,0	16.79	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994202/fAstCal1.2/cichlid6994202.mem.crumble.cram
cichm16429730	D06C07	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	M	2	0/0	52,0	0/0	31,0	32.89	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429730/fAstCal1.2/CICHM16429730.mem.crumble.cram
cichlid7050757	D16C09	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	NA	2	0/0	29,0	0/0	17,1	19.71	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050757/fAstCal1.2/cichlid7050757.mem.crumble.cram
cichlid7050758	D16D01	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	NA	2	0/0	19,0	0/0	22,0	17.48	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050758/fAstCal1.2/cichlid7050758.mem.crumble.cram
cichlid7050759	D16D02	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	NA	2	0/0	20,0	0/0	11,0	29.95	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050759/fAstCal1.2/cichlid7050759.mem.crumble.cram
cichlid7050760	D16D03	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	NA	2	0/0	26,0	0/0	19,0	22.16	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050760/fAstCal1.2/cichlid7050760.mem.crumble.cram
cichlid7050761	D16D04	Maylandia	fainzilberi	Mbuna	Chilumba	Chitande island	NA	2	0/0	18,0	0/0	13,0	13.86	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050761/fAstCal1.2/cichlid7050761.mem.crumble.cram
cichlid6994113	D05H05	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	F?	2	0/0	25,0	0/0	9,0	15.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994113/fAstCal1.2/cichlid6994113.mem.crumble.cram
cichlid6994119	D05I02	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	F?	2	0/0	18,0	0/0	19,0	15.78	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994119/fAstCal1.2/cichlid6994119.mem.crumble.cram
cichlid6994102	D05G04	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	17,0	0/0	8,0	15.38	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994102/fAstCal1.2/cichlid6994102.mem.crumble.cram
cichlid6994103	D05G05	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	17,0	0/0	12,0	13.59	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994103/fAstCal1.2/cichlid6994103.mem.crumble.cram
cichlid6994104	D05G06	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	21,0	0/0	13,0	16.27	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994104/fAstCal1.2/cichlid6994104.mem.crumble.cram
cichlid6994105	D05G07	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	21,0	0/0	12,0	16.64	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994105/fAstCal1.2/cichlid6994105.mem.crumble.cram
cichlid6994106	D05G08	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	29,0	0/0	20,0	16.22	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994106/fAstCal1.2/cichlid6994106.mem.crumble.cram
cichlid6994107	D05G09	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	21,0	0/0	21,0	15.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994107/fAstCal1.2/cichlid6994107.mem.crumble.cram
cichlid6994108	D05G10	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	16,0	0/0	10,0	14.51	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994108/fAstCal1.2/cichlid6994108.mem.crumble.cram
cichlid6994109	D05H01	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	35,0	0/0	20,0	19.55	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994109/fAstCal1.2/cichlid6994109.mem.crumble.cram
cichlid6994110	D05H02	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	22,0	0/0	11,0	19.37	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994110/fAstCal1.2/cichlid6994110.mem.crumble.cram
cichlid6994111	D05H03	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	25,0	0/0	16,0	16.57	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994111/fAstCal1.2/cichlid6994111.mem.crumble.cram
cichlid6994112	D05H04	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	27,0	0/0	24,0	18.55	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994112/fAstCal1.2/cichlid6994112.mem.crumble.cram
cichlid6994114	D05H06	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	27,0	0/0	15,0	18.12	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994114/fAstCal1.2/cichlid6994114.mem.crumble.cram
cichlid6994115	D05H07	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	25,0	0/0	14,0	16.17	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994115/fAstCal1.2/cichlid6994115.mem.crumble.cram
cichlid6994116	D05H08	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	20,0	0/0	15,0	15.51	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994116/fAstCal1.2/cichlid6994116.mem.crumble.cram
cichlid6994117	D05H10	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	29,0	0/0	12,0	19.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994117/fAstCal1.2/cichlid6994117.mem.crumble.cram
cichlid6994118	D05I01	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	31,0	0/0	16,0	16.29	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994118/fAstCal1.2/cichlid6994118.mem.crumble.cram
CICHM16429729	D05G03	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	M	2	0/0	35,0	0/0	35,0	33.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429729/fAstCal1.2/CICHM16429729.mem.crumble.cram
cichlid7050752	D16C04	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	NA	2	0/0	20,0	0/0	20,0	14.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050752/fAstCal1.2/cichlid7050752.mem.crumble.cram
cichlid7050753	D16C05	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	NA	2	0/0	21,0	0/0	16,0	16.64	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050753/fAstCal1.2/cichlid7050753.mem.crumble.cram
cichlid7050755	D16C07	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	NA	2	0/0	30,0	0/0	13,0	15.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050755/fAstCal1.2/cichlid7050755.mem.crumble.cram
cichlid7050756	D16C08	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	NA	2	0/0	14,0	0/0	11,0	14.87	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050756/fAstCal1.2/cichlid7050756.mem.crumble.cram
cichlid7050754	D16C06	Maylandia	fainzilberi	Mbuna	Chilumba	Luwino reef	NA	3	0/0	12,0	0/0	8,0	14.29	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050754/fAstCal1.2/cichlid7050754.mem.crumble.cram
cichlid6994050	D04J08	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	F	2	0/0	34,0	0/0	20,0	18.12	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994050/fAstCal1.2/cichlid6994050.mem.crumble.cram
cichlid6994041	D04F09	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	F?	2	0/0	15,0	0/0	13,0	16.89	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994041/fAstCal1.2/cichlid6994041.mem.crumble.cram
cichlid6994042	D04G01	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	F?	2	0/0	36,0	0/0	13,0	16.62	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994042/fAstCal1.2/cichlid6994042.mem.crumble.cram
cichlid6994043	D04G08	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	F?	2	0/0	20,0	0/0	15,0	16.36	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994043/fAstCal1.2/cichlid6994043.mem.crumble.cram
CICHM16429728	D04F10	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	F?	2	0/0	56,0	0/0	36,0	37.73	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429728/fAstCal1.2/CICHM16429728.mem.crumble.cram
cichlid6994028	D04E04	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	16,0	0/0	12,0	14.23	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994028/fAstCal1.2/cichlid6994028.mem.crumble.cram
cichlid6994029	D04E06	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	25,0	0/0	14,0	15.14	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994029/fAstCal1.2/cichlid6994029.mem.crumble.cram
cichlid6994030	D04E07	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	19,0	0/0	11,0	15.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994030/fAstCal1.2/cichlid6994030.mem.crumble.cram
cichlid6994031	D04E08	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	24,0	0/0	22,0	16.08	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994031/fAstCal1.2/cichlid6994031.mem.crumble.cram
cichlid6994032	D04E09	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	18,0	0/0	16,0	15.22	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994032/fAstCal1.2/cichlid6994032.mem.crumble.cram
cichlid6994033	D04E10	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	26,0	0/0	10,0	15.74	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994033/fAstCal1.2/cichlid6994033.mem.crumble.cram
cichlid6994034	D04F01	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	14,0	0/0	18,0	14.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994034/fAstCal1.2/cichlid6994034.mem.crumble.cram
cichlid6994035	D04F03	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	20,0	0/0	20,0	15.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994035/fAstCal1.2/cichlid6994035.mem.crumble.cram
cichlid6994036	D04F04	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	16,0	0/0	24,0	13.65	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994036/fAstCal1.2/cichlid6994036.mem.crumble.cram
cichlid6994037	D04F05	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	20,0	0/0	14,0	15.38	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994037/fAstCal1.2/cichlid6994037.mem.crumble.cram
cichlid6994038	D04F06	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	19,0	0/0	10,0	16.61	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994038/fAstCal1.2/cichlid6994038.mem.crumble.cram
cichlid6994039	D04F07	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	23,1	0/0	15,0	16.56	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994039/fAstCal1.2/cichlid6994039.mem.crumble.cram
cichlid6994040	D04F08	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	28,0	0/0	14,0	17.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994040/fAstCal1.2/cichlid6994040.mem.crumble.cram
cichlid6994044	D04G09	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	20,0	0/0	13,0	13.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994044/fAstCal1.2/cichlid6994044.mem.crumble.cram
cichlid6994045	D04G10	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	12,0	0/0	13,0	12.74	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994045/fAstCal1.2/cichlid6994045.mem.crumble.cram
cichlid7050747	D16B08	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	24,0	0/0	21,0	15.11	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050747/fAstCal1.2/cichlid7050747.mem.crumble.cram
cichlid7050748	D16B09	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	14,0	0/0	12,0	16.26	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050748/fAstCal1.2/cichlid7050748.mem.crumble.cram
cichlid7050749	D16C01	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	16,0	0/0	15,0	18.85	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050749/fAstCal1.2/cichlid7050749.mem.crumble.cram
cichlid7050750	D16C02	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	11,0	0/0	18,0	15.58	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050750/fAstCal1.2/cichlid7050750.mem.crumble.cram
cichlid7050751	D16C03	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	28,0	0/0	14,0	17.45	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050751/fAstCal1.2/cichlid7050751.mem.crumble.cram
CICHM16429727	D04F02	Maylandia	fainzilberi	Mbuna	Chilumba	Mphanga rocks	NA	2	0/0	45,0	0/0	27,0	30.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429727/fAstCal1.2/CICHM16429727.mem.crumble.cram
CICHM16429672	D06B05	Maylandia	sp. 'elongatus chailosi'	Mbuna	Chilumba	Chitande island	NA	3	0/0	28,0	0/0	36,0	27.17	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429672/fAstCal1.2/CICHM16429672.mem.crumble.cram
cichlid6978876	D07B07	Maylandia	sp. 'lanisticola north'	Mbuna	Chilumba	Ngara	M?	3	0/0	18,0	0/0	19,0	16.46	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978876/fAstCal1.2/cichlid6978876.mem.crumble.cram
cichlid6994207	D07B08	Maylandia	sp. 'lanisticola north'	Mbuna	Chilumba	Ngara	M?	3	0/0	18,0	0/0	26,0	14.62	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994207/fAstCal1.2/cichlid6994207.mem.crumble.cram
cichlid6994208	D07B09	Maylandia	sp. 'lanisticola north'	Mbuna	Chilumba	Ngara	M?	3	0/0	12,0	0/0	24,0	15.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994208/fAstCal1.2/cichlid6994208.mem.crumble.cram
cichlid6994209	D07B10	Maylandia	sp. 'lanisticola north'	Mbuna	Chilumba	Ngara	NA	2	0/0	14,0	0/0	14,0	15.66	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994209/fAstCal1.2/cichlid6994209.mem.crumble.cram
cichlid6994215	D07G07	Maylandia	sp. 'lanisticola north'	Mbuna	Chilumba	Ngara	NA	2	0/0	12,0	0/0	13,0	14.85	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994215/fAstCal1.2/cichlid6994215.mem.crumble.cram
cichlid6994210	D07C01	Maylandia	sp. 'lanisticola north'	Mbuna	Chilumba	Ngara	NA	3	0/0	19,0	0/0	13,0	16.77	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994210/fAstCal1.2/cichlid6994210.mem.crumble.cram
cichlid6994214	D07G06	Maylandia	sp. 'lanisticola north'	Mbuna	Chilumba	Ngara	NA	3	0/0	10,0	0/0	19,0	15.49	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994214/fAstCal1.2/cichlid6994214.mem.crumble.cram
